numero_ocorrencia_associado;ano_fato;mes_numerico_fato;boa;buracos;material_na_pista;ondulada;outras_no_historico;rachadura;sulcos_horizontais;verificacao
c6df943ae6a7d508;2019;10;Sim;Não;Não;Não;Não;Não;Não;c6df943ae6a7d508-Sim-Não-Não-Não-Não-Não-Não
6fde480ba50ff9fe;2019;10;Sim;Não;Não;Não;Não;Não;Não;6fde480ba50ff9fe-Sim-Não-Não-Não-Não-Não-Não
9dacf8ec773f7799;2019;10;Sim;Não;Não;Não;Não;Não;Não;9dacf8ec773f7799-Sim-Não-Não-Não-Não-Não-Não
8ed39a907d9472f7;2019;10;Sim;Não;Não;Não;Não;Não;Não;8ed39a907d9472f7-Sim-Não-Não-Não-Não-Não-Não
5fba45833ad72d30;2019;9;Sim;Não;Não;Não;Não;Não;Não;5fba45833ad72d30-Sim-Não-Não-Não-Não-Não-Não
0ab30f57405a895a;2019;9;Sim;Não;Não;Não;Não;Não;Não;0ab30f57405a895a-Sim-Não-Não-Não-Não-Não-Não
890ab4b53e85f91a;2019;9;Sim;Não;Não;Sim;Não;Não;Não;890ab4b53e85f91a-Sim-Não-Não-Sim-Não-Não-Não
18469eb0343c9a7a;2019;9;Sim;Não;Não;Não;Não;Não;Não;18469eb0343c9a7a-Sim-Não-Não-Não-Não-Não-Não
a2189e752807d3c5;2019;10;Não;Sim;Não;Sim;Não;Sim;Sim;a2189e752807d3c5-Não-Sim-Não-Sim-Não-Sim-Sim
60eb4da8baeaeea1;2019;2;Sim;Não;Não;Não;Não;Não;Não;60eb4da8baeaeea1-Sim-Não-Não-Não-Não-Não-Não
ba209da3a0102b55;2019;2;Sim;Não;Não;Não;Não;Não;Não;ba209da3a0102b55-Sim-Não-Não-Não-Não-Não-Não
2fde0db3773fc830;2019;2;Sim;Não;Não;Não;Não;Não;Não;2fde0db3773fc830-Sim-Não-Não-Não-Não-Não-Não
64b858294fe64cbc;2019;8;Sim;Não;Não;Não;Não;Não;Não;64b858294fe64cbc-Sim-Não-Não-Não-Não-Não-Não
bc22b4488c3933bc;2019;8;Sim;Não;Não;Não;Não;Não;Não;bc22b4488c3933bc-Sim-Não-Não-Não-Não-Não-Não
73e56ca953f84876;2019;4;Não;Não;Não;Não;Sim;Não;Não;73e56ca953f84876-Não-Não-Não-Não-Sim-Não-Não
a145251ec6de449c;2019;4;Sim;Não;Não;Não;Não;Não;Não;a145251ec6de449c-Sim-Não-Não-Não-Não-Não-Não
56d77444a1852020;2019;4;Não;Não;Sim;Não;Sim;Não;Não;56d77444a1852020-Não-Não-Sim-Não-Sim-Não-Não
e03a06b6ca9dd7d1;2019;10;Não;Não;Não;Não;Não;Sim;Não;e03a06b6ca9dd7d1-Não-Não-Não-Não-Não-Sim-Não
7e0bee9968fa5b38;2019;2;Sim;Não;Não;Não;Não;Não;Não;7e0bee9968fa5b38-Sim-Não-Não-Não-Não-Não-Não
2acb234479f201d9;2019;12;Sim;Não;Não;Não;Não;Não;Não;2acb234479f201d9-Sim-Não-Não-Não-Não-Não-Não
eca0a333c3578553;2019;12;Sim;Não;Não;Não;Não;Não;Não;eca0a333c3578553-Sim-Não-Não-Não-Não-Não-Não
51cdcdf64dbf3df2;2019;9;Sim;Não;Não;Não;Não;Não;Não;51cdcdf64dbf3df2-Sim-Não-Não-Não-Não-Não-Não
27a72a18dfd18868;2019;8;Não;Não;Não;Não;Sim;Não;Não;27a72a18dfd18868-Não-Não-Não-Não-Sim-Não-Não
30da5cfe8aa9adbc;2019;12;Sim;Não;Não;Não;Não;Não;Não;30da5cfe8aa9adbc-Sim-Não-Não-Não-Não-Não-Não
f0ca74c187339b9b;2019;12;Sim;Não;Não;Não;Não;Não;Não;f0ca74c187339b9b-Sim-Não-Não-Não-Não-Não-Não
73e3a3874844de85;2019;2;Sim;Não;Não;Não;Não;Não;Não;73e3a3874844de85-Sim-Não-Não-Não-Não-Não-Não
00507734a8279074;2019;3;Não;Não;Não;Não;Não;Sim;Não;00507734a8279074-Não-Não-Não-Não-Não-Sim-Não
5e64d879f5a43f9e;2019;4;Sim;Não;Não;Não;Não;Não;Não;5e64d879f5a43f9e-Sim-Não-Não-Não-Não-Não-Não
43271e09398298c2;2019;3;Não;Não;Não;Não;Sim;Não;Não;43271e09398298c2-Não-Não-Não-Não-Sim-Não-Não
6276c0486c1ffa40;2019;3;Sim;Não;Não;Não;Não;Não;Não;6276c0486c1ffa40-Sim-Não-Não-Não-Não-Não-Não
d6eb092b0b19fccc;2019;7;Sim;Não;Não;Não;Não;Não;Não;d6eb092b0b19fccc-Sim-Não-Não-Não-Não-Não-Não
f719ab428d1da50f;2019;7;Sim;Não;Não;Não;Não;Não;Não;f719ab428d1da50f-Sim-Não-Não-Não-Não-Não-Não
b108392ae6de0629;2019;8;Sim;Não;Não;Não;Não;Não;Não;b108392ae6de0629-Sim-Não-Não-Não-Não-Não-Não
16d8913faeca835d;2019;3;Sim;Não;Não;Não;Não;Não;Não;16d8913faeca835d-Sim-Não-Não-Não-Não-Não-Não
28dc925274caaede;2019;9;Sim;Não;Não;Não;Não;Não;Não;28dc925274caaede-Sim-Não-Não-Não-Não-Não-Não
6a40fb6c18e0b484;2019;8;Sim;Não;Não;Não;Não;Não;Não;6a40fb6c18e0b484-Sim-Não-Não-Não-Não-Não-Não
702a6bc83b8dd44f;2019;8;Sim;Não;Não;Não;Não;Não;Não;702a6bc83b8dd44f-Sim-Não-Não-Não-Não-Não-Não
af9de375119ea953;2019;6;Não;Sim;Não;Não;Não;Não;Não;af9de375119ea953-Não-Sim-Não-Não-Não-Não-Não
f87447788d4fbae0;2019;6;Sim;Não;Não;Não;Não;Não;Não;f87447788d4fbae0-Sim-Não-Não-Não-Não-Não-Não
6fa95997a9677d5c;2019;3;Sim;Não;Não;Não;Não;Não;Não;6fa95997a9677d5c-Sim-Não-Não-Não-Não-Não-Não
412767107741ef78;2019;6;Sim;Não;Não;Não;Não;Não;Não;412767107741ef78-Sim-Não-Não-Não-Não-Não-Não
1cd4c2facafabacf;2019;6;Sim;Não;Não;Não;Não;Não;Não;1cd4c2facafabacf-Sim-Não-Não-Não-Não-Não-Não
8017a9a3f9fd43ad;2019;3;Sim;Não;Não;Não;Não;Não;Não;8017a9a3f9fd43ad-Sim-Não-Não-Não-Não-Não-Não
2fc0d9fc3acae32a;2019;3;Sim;Não;Não;Não;Não;Não;Não;2fc0d9fc3acae32a-Sim-Não-Não-Não-Não-Não-Não
629c6016c96cbe9d;2019;6;Sim;Não;Não;Não;Não;Não;Não;629c6016c96cbe9d-Sim-Não-Não-Não-Não-Não-Não
8d530de8089a9fb8;2019;5;Sim;Não;Não;Sim;Não;Não;Não;8d530de8089a9fb8-Sim-Não-Não-Sim-Não-Não-Não
9bf88d5cb3cc0e97;2019;5;Sim;Não;Não;Não;Não;Não;Não;9bf88d5cb3cc0e97-Sim-Não-Não-Não-Não-Não-Não
eeedf3570e8427b8;2019;6;Sim;Não;Não;Não;Não;Não;Não;eeedf3570e8427b8-Sim-Não-Não-Não-Não-Não-Não
d27b5e2cfc44b4e9;2019;10;Sim;Não;Não;Não;Não;Não;Não;d27b5e2cfc44b4e9-Sim-Não-Não-Não-Não-Não-Não
ad6c90b6cb0d3ae1;2019;10;Sim;Não;Não;Não;Não;Não;Não;ad6c90b6cb0d3ae1-Sim-Não-Não-Não-Não-Não-Não
9ab23bf96c586718;2019;5;Sim;Não;Não;Não;Não;Não;Não;9ab23bf96c586718-Sim-Não-Não-Não-Não-Não-Não
8119cc57839769e7;2019;7;Sim;Não;Não;Não;Não;Não;Não;8119cc57839769e7-Sim-Não-Não-Não-Não-Não-Não
2f6a86d727b9bb94;2019;7;Sim;Não;Não;Não;Não;Não;Não;2f6a86d727b9bb94-Sim-Não-Não-Não-Não-Não-Não
516679bc38433d69;2019;12;Sim;Não;Não;Não;Não;Não;Não;516679bc38433d69-Sim-Não-Não-Não-Não-Não-Não
ae5e8a3ed9dfa690;2019;12;Sim;Não;Não;Não;Não;Não;Não;ae5e8a3ed9dfa690-Sim-Não-Não-Não-Não-Não-Não
67921acfbcc9ce52;2019;12;Sim;Não;Não;Não;Não;Não;Não;67921acfbcc9ce52-Sim-Não-Não-Não-Não-Não-Não
8c9ad87cc740707e;2019;12;Sim;Não;Não;Não;Não;Não;Não;8c9ad87cc740707e-Sim-Não-Não-Não-Não-Não-Não
8c24ec2c8584782a;2019;12;Não;Não;Não;Não;Sim;Não;Não;8c24ec2c8584782a-Não-Não-Não-Não-Sim-Não-Não
29ed9b31fa2c3914;2019;12;Sim;Não;Não;Não;Não;Não;Não;29ed9b31fa2c3914-Sim-Não-Não-Não-Não-Não-Não
5a6e864138340cb4;2019;12;Sim;Não;Não;Não;Não;Não;Não;5a6e864138340cb4-Sim-Não-Não-Não-Não-Não-Não
e9f4563c08f114c0;2019;12;Não;Não;Não;Não;Não;Sim;Não;e9f4563c08f114c0-Não-Não-Não-Não-Não-Sim-Não
ebefea5b608040c7;2019;12;Sim;Não;Não;Não;Não;Não;Não;ebefea5b608040c7-Sim-Não-Não-Não-Não-Não-Não
b60a5fca73751bbf;2019;12;Não;Não;Não;Não;Sim;Não;Não;b60a5fca73751bbf-Não-Não-Não-Não-Sim-Não-Não
e2ef1c3b59b2c62c;2019;12;Não;Não;Não;Não;Sim;Não;Não;e2ef1c3b59b2c62c-Não-Não-Não-Não-Sim-Não-Não
b366512f18de1db4;2019;12;Sim;Não;Não;Não;Não;Não;Não;b366512f18de1db4-Sim-Não-Não-Não-Não-Não-Não
67cee8e66676e604;2019;12;Não;Não;Não;Não;Sim;Não;Não;67cee8e66676e604-Não-Não-Não-Não-Sim-Não-Não
ceb6b3fc04dc1dc2;2019;12;Sim;Não;Não;Não;Não;Não;Não;ceb6b3fc04dc1dc2-Sim-Não-Não-Não-Não-Não-Não
1fe38348f7de8325;2019;9;Não;Não;Sim;Não;Não;Não;Não;1fe38348f7de8325-Não-Não-Sim-Não-Não-Não-Não
f0b82d3ab7e0767d;2019;5;Sim;Não;Não;Não;Sim;Não;Não;f0b82d3ab7e0767d-Sim-Não-Não-Não-Sim-Não-Não
7219e2450269cff1;2019;5;Sim;Não;Não;Não;Não;Não;Não;7219e2450269cff1-Sim-Não-Não-Não-Não-Não-Não
e3280199371b6edf;2019;5;Sim;Não;Não;Não;Não;Não;Não;e3280199371b6edf-Sim-Não-Não-Não-Não-Não-Não
67896b2b24125681;2019;5;Sim;Não;Não;Não;Não;Não;Não;67896b2b24125681-Sim-Não-Não-Não-Não-Não-Não
d824cc397b10dd56;2019;5;Sim;Não;Não;Não;Não;Não;Não;d824cc397b10dd56-Sim-Não-Não-Não-Não-Não-Não
74f75c6e5f2b3214;2019;5;Sim;Não;Não;Não;Não;Não;Não;74f75c6e5f2b3214-Sim-Não-Não-Não-Não-Não-Não
2084d09cfb41e7c1;2019;5;Sim;Não;Não;Não;Não;Não;Não;2084d09cfb41e7c1-Sim-Não-Não-Não-Não-Não-Não
5b25b5397af6ef2f;2019;5;Não;Sim;Não;Sim;Não;Sim;Não;5b25b5397af6ef2f-Não-Sim-Não-Sim-Não-Sim-Não
1b1192b47e597991;2019;2;Sim;Não;Não;Não;Não;Não;Não;1b1192b47e597991-Sim-Não-Não-Não-Não-Não-Não
f78d9719ad76d765;2019;1;Sim;Não;Não;Não;Não;Não;Não;f78d9719ad76d765-Sim-Não-Não-Não-Não-Não-Não
f16c1f629a2a6bb9;2019;1;Sim;Não;Não;Não;Não;Não;Não;f16c1f629a2a6bb9-Sim-Não-Não-Não-Não-Não-Não
e4b7a617aae52071;2019;1;Sim;Não;Não;Não;Não;Não;Não;e4b7a617aae52071-Sim-Não-Não-Não-Não-Não-Não
384e7bf4c8b6d16d;2019;7;Sim;Não;Não;Não;Não;Não;Não;384e7bf4c8b6d16d-Sim-Não-Não-Não-Não-Não-Não
e5352cd8666c7e10;2019;7;Sim;Não;Não;Não;Não;Não;Não;e5352cd8666c7e10-Sim-Não-Não-Não-Não-Não-Não
381bd26c32b4aeea;2019;3;Não;Não;Não;Sim;Não;Não;Não;381bd26c32b4aeea-Não-Não-Não-Sim-Não-Não-Não
9e3fb9bbb3aa6a64;2019;8;Sim;Não;Não;Não;Não;Não;Não;9e3fb9bbb3aa6a64-Sim-Não-Não-Não-Não-Não-Não
8852da1e2f5ee4c8;2019;4;Sim;Não;Não;Não;Não;Não;Não;8852da1e2f5ee4c8-Sim-Não-Não-Não-Não-Não-Não
91d12418f28251f7;2019;4;Sim;Não;Não;Não;Não;Não;Não;91d12418f28251f7-Sim-Não-Não-Não-Não-Não-Não
884c9112ab1f57d4;2019;4;Sim;Não;Não;Não;Não;Não;Não;884c9112ab1f57d4-Sim-Não-Não-Não-Não-Não-Não
95483f6228cf95bb;2019;5;Sim;Não;Não;Não;Não;Não;Não;95483f6228cf95bb-Sim-Não-Não-Não-Não-Não-Não
d7a8fd89d407fa13;2019;7;Sim;Não;Não;Não;Não;Não;Não;d7a8fd89d407fa13-Sim-Não-Não-Não-Não-Não-Não
136a27b0c36d1245;2019;7;Sim;Não;Não;Não;Não;Não;Não;136a27b0c36d1245-Sim-Não-Não-Não-Não-Não-Não
8b06a75c58e06b90;2019;7;Sim;Não;Não;Não;Não;Não;Não;8b06a75c58e06b90-Sim-Não-Não-Não-Não-Não-Não
23add89137f66588;2019;7;Sim;Não;Não;Não;Não;Não;Não;23add89137f66588-Sim-Não-Não-Não-Não-Não-Não
2bc3005b9d5ad47e;2019;7;Sim;Não;Não;Não;Não;Não;Não;2bc3005b9d5ad47e-Sim-Não-Não-Não-Não-Não-Não
48b637a9cf970411;2019;7;Sim;Não;Não;Não;Não;Não;Não;48b637a9cf970411-Sim-Não-Não-Não-Não-Não-Não
5c915d3607bd5b90;2019;7;Sim;Não;Não;Não;Não;Não;Não;5c915d3607bd5b90-Sim-Não-Não-Não-Não-Não-Não
d8b9987a296a6925;2019;7;Sim;Não;Não;Não;Não;Não;Não;d8b9987a296a6925-Sim-Não-Não-Não-Não-Não-Não
843283397a1f92b5;2019;12;Sim;Não;Não;Não;Não;Não;Não;843283397a1f92b5-Sim-Não-Não-Não-Não-Não-Não
9c59dc305d08995a;2019;12;Sim;Não;Não;Não;Não;Não;Não;9c59dc305d08995a-Sim-Não-Não-Não-Não-Não-Não
25c14b834143c738;2019;12;Sim;Não;Não;Não;Não;Não;Não;25c14b834143c738-Sim-Não-Não-Não-Não-Não-Não
b58089e8c1870270;2019;9;Sim;Não;Não;Não;Não;Não;Não;b58089e8c1870270-Sim-Não-Não-Não-Não-Não-Não
20359adc7831919d;2019;1;Sim;Não;Não;Não;Não;Não;Não;20359adc7831919d-Sim-Não-Não-Não-Não-Não-Não
6493da348ef86503;2019;1;Sim;Não;Não;Não;Não;Não;Não;6493da348ef86503-Sim-Não-Não-Não-Não-Não-Não
2e2b77409a715e83;2019;1;Sim;Não;Não;Não;Não;Não;Não;2e2b77409a715e83-Sim-Não-Não-Não-Não-Não-Não
273bbd7f5bbb80c1;2019;1;Sim;Não;Não;Não;Não;Não;Não;273bbd7f5bbb80c1-Sim-Não-Não-Não-Não-Não-Não
44640a6951e65ac9;2019;1;Sim;Não;Não;Não;Não;Não;Não;44640a6951e65ac9-Sim-Não-Não-Não-Não-Não-Não
d3be9682a4d8f519;2019;1;Sim;Não;Não;Não;Não;Não;Não;d3be9682a4d8f519-Sim-Não-Não-Não-Não-Não-Não
595c6053fdb7acab;2019;12;Sim;Não;Não;Não;Não;Não;Não;595c6053fdb7acab-Sim-Não-Não-Não-Não-Não-Não
a3605a79406cf44e;2019;9;Sim;Não;Não;Não;Não;Não;Não;a3605a79406cf44e-Sim-Não-Não-Não-Não-Não-Não
3eda75af0f42274f;2019;9;Não;Não;Não;Não;Sim;Não;Não;3eda75af0f42274f-Não-Não-Não-Não-Sim-Não-Não
7486a0cb57187352;2019;2;Sim;Não;Não;Não;Não;Não;Não;7486a0cb57187352-Sim-Não-Não-Não-Não-Não-Não
3c5e049327f83085;2019;2;Sim;Não;Não;Não;Não;Não;Não;3c5e049327f83085-Sim-Não-Não-Não-Não-Não-Não
7e159c9e8b8e10df;2019;2;Sim;Não;Não;Não;Não;Não;Não;7e159c9e8b8e10df-Sim-Não-Não-Não-Não-Não-Não
e57b986535fb9561;2019;2;Sim;Não;Não;Não;Não;Não;Não;e57b986535fb9561-Sim-Não-Não-Não-Não-Não-Não
c05b95d0c3f0e5b9;2019;10;Sim;Não;Não;Não;Não;Não;Não;c05b95d0c3f0e5b9-Sim-Não-Não-Não-Não-Não-Não
2dfe4883d94c7c35;2019;5;Não;Não;Não;Não;Sim;Não;Não;2dfe4883d94c7c35-Não-Não-Não-Não-Sim-Não-Não
9f2fae5a85d15dad;2019;5;Sim;Não;Não;Não;Não;Não;Não;9f2fae5a85d15dad-Sim-Não-Não-Não-Não-Não-Não
9248aac43dfd1483;2019;5;Sim;Não;Não;Não;Sim;Não;Não;9248aac43dfd1483-Sim-Não-Não-Não-Sim-Não-Não
c807ad19764bbc76;2019;5;Não;Não;Não;Não;Sim;Não;Não;c807ad19764bbc76-Não-Não-Não-Não-Sim-Não-Não
ae8b7cd6ef449105;2019;5;Sim;Não;Não;Não;Não;Não;Não;ae8b7cd6ef449105-Sim-Não-Não-Não-Não-Não-Não
746a3a71d457c9ec;2019;9;Sim;Não;Não;Não;Não;Não;Não;746a3a71d457c9ec-Sim-Não-Não-Não-Não-Não-Não
7013e1a9217d3c2f;2019;10;Sim;Não;Não;Não;Não;Não;Não;7013e1a9217d3c2f-Sim-Não-Não-Não-Não-Não-Não
a22e052302f78b81;2019;8;Não;Não;Não;Não;Não;Sim;Não;a22e052302f78b81-Não-Não-Não-Não-Não-Sim-Não
42a6e1d2b2a1ecd1;2019;8;Sim;Não;Não;Não;Não;Não;Não;42a6e1d2b2a1ecd1-Sim-Não-Não-Não-Não-Não-Não
f69c9d6d8246a71e;2019;12;Sim;Não;Não;Não;Não;Não;Não;f69c9d6d8246a71e-Sim-Não-Não-Não-Não-Não-Não
7b3ba8d7253ce303;2019;12;Não;Não;Não;Não;Sim;Não;Não;7b3ba8d7253ce303-Não-Não-Não-Não-Sim-Não-Não
9c02bd99d027dd60;2019;12;Sim;Não;Não;Não;Não;Não;Não;9c02bd99d027dd60-Sim-Não-Não-Não-Não-Não-Não
6f4e24e4689ba38f;2019;10;Sim;Não;Não;Não;Não;Não;Não;6f4e24e4689ba38f-Sim-Não-Não-Não-Não-Não-Não
a48c70eb975fd3bd;2019;10;Sim;Não;Não;Não;Não;Não;Não;a48c70eb975fd3bd-Sim-Não-Não-Não-Não-Não-Não
a9e61a8ae732b8c3;2019;10;Sim;Não;Não;Não;Não;Não;Não;a9e61a8ae732b8c3-Sim-Não-Não-Não-Não-Não-Não
f8b79c14c1711921;2019;10;Sim;Não;Não;Não;Não;Não;Não;f8b79c14c1711921-Sim-Não-Não-Não-Não-Não-Não
7c40e58eb21547e7;2019;4;Sim;Não;Não;Não;Não;Não;Não;7c40e58eb21547e7-Sim-Não-Não-Não-Não-Não-Não
039537e55c37b47a;2019;4;Não;Sim;Não;Não;Não;Não;Não;039537e55c37b47a-Não-Sim-Não-Não-Não-Não-Não
d54ef2d9f260f19f;2019;4;Não;Não;Não;Não;Não;Sim;Sim;d54ef2d9f260f19f-Não-Não-Não-Não-Não-Sim-Sim
